id,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price,latitude,longitude,car_age,gas_fueled,diesel_fueled,hybrid_fueled,electric_fueled,front_wheel_drive,four_wheel_drive,rear_wheel_drive,automatic_transmission,manual_transmission
11309,2012,ford,5.0,4.0,gas,86860,rebuilt,automatic,fwd,midsize,sedan,white,5065,42.5006243,-90.6647985,11,1,0,0,0,1,0,0,1,0
11310,2014,honda,5.0,4.0,gas,139686,clean,automatic,fwd,midsize,hatchback,white,2805,35.7309716,-80.3153309,9,1,0,0,0,1,0,0,1,0
11311,2012,acura,2.0,6.0,gas,225462,rebuilt,automatic,fwd,fullsize,sedan,black,8455,28.0394654,-81.9498042,11,1,0,0,0,1,0,0,1,0
11312,1986,ram,5.0,8.0,gas,5210,clean,manual,4wd,fullsize,truck,green,12876,39.7990175,-89.6439575,37,1,0,0,0,0,1,0,0,1
11313,2014,chevrolet,,4.0,gas,113659,salvage,automatic,fwd,midsize,sedan,black,6865,39.830107,-74.978493,9,1,0,0,0,1,0,0,1,0
11314,2008,nissan,5.0,6.0,gas,123951,clean,automatic,fwd,midsize,sedan,black,3317,38.2542376,-85.759407,15,1,0,0,0,1,0,0,1,0
11315,2008,ford,2.0,4.0,gas,66691,clean,manual,fwd,compact,sedan,blue,17834,40.7944504,-77.8616386,15,1,0,0,0,1,0,0,0,1
11316,2013,chevrolet,5.0,8.0,diesel,97844,clean,automatic,4wd,fullsize,truck,black,36792,44.5990718,-72.5002608,10,0,1,0,0,0,1,0,1,0
11317,2015,ford,2.0,6.0,gas,45431,rebuilt,automatic,4wd,midsize,suv,black,38116,53.9590555,-1.0815361,8,1,0,0,0,0,1,0,1,0
11318,2008,toyota,2.0,4.0,gas,224826,clean,manual,fwd,fullsize,sedan,white,8271,33.0305487,-115.3595666,15,1,0,0,0,1,0,0,0,1
11319,2006,gmc,5.0,8.0,diesel,161427,clean,manual,4wd,fullsize,truck,black,22272,42.3652226,-71.1843771,17,0,1,0,0,0,1,0,0,1
11320,2012,volkswagen,5.0,4.0,gas,128161,rebuilt,automatic,fwd,midsize,sedan,black,3921,40.5863563,-122.391675,11,1,0,0,0,1,0,0,1,0
11321,1998,ford,1.0,8.0,gas,158350,clean,manual,rwd,fullsize,coupe,green,2896,46.808327,-100.783739,25,1,0,0,0,0,0,1,0,1
11322,2009,honda,2.0,4.0,gas,130161,clean,automatic,fwd,midsize,suv,white,24197,41.33709205,-75.72257122928625,14,1,0,0,0,1,0,0,1,0
11323,2011,hyundai,2.0,4.0,gas,135701,clean,automatic,fwd,fullsize,sedan,black,6857,30.421309,-87.2169149,12,1,0,0,0,1,0,0,1,0
11324,2013,ford,2.0,6.0,gas,119115,clean,automatic,fwd,midsize,coupe,silver,15075,38.5810606,-121.493895,10,1,0,0,0,1,0,0,1,0
11325,1994,ford,5.0,8.0,diesel,32549,clean,automatic,4wd,fullsize,truck,black,38629,-29.6860512,-53.8069214,29,0,1,0,0,0,1,0,1,0
11326,2014,ram,,6.0,diesel,72120,lien,automatic,4wd,fullsize,truck,black,41946,34.7465071,-92.2896267,9,0,1,0,0,0,1,0,1,0
11327,2012,toyota,2.0,6.0,gas,183480,rebuilt,other,4wd,midsize,suv,black,36641,44.0581728,-121.3153096,11,1,0,0,0,0,1,0,0,0
11328,2014,ford,5.0,-1.0,diesel,89373,clean,automatic,4wd,fullsize,truck,black,24998,46.56132435,-87.41048112721177,9,0,1,0,0,0,1,0,1,0
11329,2016,toyota,5.0,4.0,gas,188406,clean,manual,fwd,compact,suv,red,4874,44.6172766,-124.0473054345423,7,1,0,0,0,1,0,0,0,1
11330,1976,mazda,1.0,8.0,other,95372,clean,manual,rwd,compact,coupe,green,5035,50.9986041,-115.3717331,47,0,0,0,0,0,0,1,0,1
11331,2016,chevrolet,5.0,4.0,gas,64153,clean,automatic,fwd,fullsize,sedan,blue,10289,43.157285,-77.615214,7,1,0,0,0,1,0,0,1,0
11332,2010,ford,2.0,4.0,gas,209191,clean,automatic,fwd,fullsize,sedan,black,1577,37.1677128,-94.8464256,13,1,0,0,0,1,0,0,1,0
11333,1998,ford,1.0,6.0,other,187683,clean,automatic,fwd,midsize,sedan,grey,2697,30.3321838,-81.655651,25,0,0,0,0,1,0,0,1,0
11334,2002,toyota,,6.0,gas,225274,clean,automatic,fwd,fullsize,suv,red,5066,37.970495,-87.5715641,21,1,0,0,0,1,0,0,1,0
11335,2017,ford,5.0,4.0,other,31922,clean,automatic,4wd,midsize,pickup,white,16721,39.830107,-74.978493,6,0,0,0,0,0,1,0,1,0
11336,2010,toyota,2.0,6.0,gas,221232,clean,manual,fwd,subcompact,sedan,black,2091,42.3554334,-71.060511,13,1,0,0,0,1,0,0,0,1
11337,1997,honda,5.0,6.0,gas,211097,clean,automatic,fwd,midsize,suv,white,2876,39.830107,-74.978493,26,1,0,0,0,1,0,0,1,0
11338,2010,ford,5.0,6.0,gas,100649,clean,automatic,rwd,fullsize,truck,white,29861,36.0998131,-80.2440518,13,1,0,0,0,0,0,1,1,0
11339,2001,toyota,2.0,6.0,gas,-1,clean,automatic,fwd,fullsize,suv,blue,8945,28.7382212,-100.4959844,22,1,0,0,0,1,0,0,1,0
11340,2003,ford,2.0,6.0,diesel,186154,clean,automatic,4wd,fullsize,truck,blue,7393,42.1294712,-80.0852695,20,0,1,0,0,0,1,0,1,0
11341,2015,kia,,4.0,gas,124038,salvage,automatic,fwd,compact,sedan,black,6997,35.0841034,-106.650985,8,1,0,0,0,1,0,0,1,0
11342,1965,chevrolet,1.0,8.0,other,108329,clean,manual,4wd,fullsize,truck,blue,44961,39.830107,-74.978493,58,0,0,0,0,0,1,0,0,1
11343,2013,hyundai,5.0,4.0,gas,77286,salvage,automatic,fwd,midsize,sedan,black,5058,31.7550511,-106.4882345,10,1,0,0,0,1,0,0,1,0
11344,2007,honda,5.0,4.0,gas,159232,clean,automatic,fwd,midsize,sedan,silver,3924,40.1157948,-88.241194,16,1,0,0,0,1,0,0,1,0
11345,2013,volkswagen,5.0,4.0,gas,50278,clean,automatic,fwd,compact,sedan,white,7585,43.074761,-89.3837613,10,1,0,0,0,1,0,0,1,0
11346,2004,ford,5.0,8.0,diesel,118396,clean,automatic,4wd,fullsize,truck,silver,5788,29.01628915,-80.94357209627827,19,0,1,0,0,0,1,0,1,0
11347,2013,ford,5.0,4.0,gas,88877,rebuilt,automatic,fwd,fullsize,sedan,black,19021,34.0536909,-118.242766,10,1,0,0,0,1,0,0,1,0
11348,2016,jeep,,6.0,diesel,40993,clean,manual,4wd,fullsize,truck,black,25165,35.7309716,-80.3153309,7,0,1,0,0,0,1,0,0,1
11349,2013,volkswagen,5.0,4.0,gas,87949,clean,automatic,fwd,midsize,sedan,silver,8444,41.4996574,-81.6936772,10,1,0,0,0,1,0,0,1,0
11350,2004,ford,1.0,8.0,gas,294991,clean,manual,fwd,fullsize,bus,red,4677,43.157285,-77.615214,19,1,0,0,0,1,0,0,0,1
11351,2004,honda,2.0,4.0,gas,136767,rebuilt,automatic,fwd,fullsize,sedan,silver,7736,39.6296809,-79.9559437,19,1,0,0,0,1,0,0,1,0
11352,2013,ford,2.0,6.0,gas,114984,salvage,automatic,fwd,fullsize,truck,white,6141,37.5385087,-77.43428,10,1,0,0,0,1,0,0,1,0
11353,1972,toyota,5.0,4.0,gas,78076,clean,automatic,fwd,fullsize,hatchback,green,5388,39.8560679,-4.0239568,51,1,0,0,0,1,0,0,1,0
11354,2014,mazda,,4.0,gas,59428,rebuilt,manual,fwd,midsize,coupe,green,11246,38.8950368,-77.0365427,9,1,0,0,0,1,0,0,0,1
11355,1987,gmc,5.0,8.0,gas,133213,clean,automatic,4wd,fullsize,wagon,black,5288,43.4849133,-71.6553992,36,1,0,0,0,0,1,0,1,0
11356,2014,ford,5.0,8.0,gas,108239,clean,manual,4wd,midsize,truck,silver,18244,43.6008183,-116.24210864118032,9,1,0,0,0,0,1,0,0,1
11357,2012,audi,5.0,6.0,gas,100329,rebuilt,automatic,fwd,midsize,sedan,blue,11253,39.100105,-94.5781416,11,1,0,0,0,1,0,0,1,0
11358,2016,bmw,5.0,6.0,gas,134554,clean,automatic,fwd,midsize,coupe,silver,14075,36.1672559,-115.148516,7,1,0,0,0,1,0,0,1,0
11359,2013,gmc,,4.0,gas,119441,clean,automatic,4wd,fullsize,suv,black,5063,41.33709205,-75.72257122928625,10,1,0,0,0,0,1,0,1,0
11360,2013,jeep,5.0,6.0,gas,123510,clean,automatic,4wd,fullsize,sedan,black,8249,39.1014537,-84.5124602,10,1,0,0,0,0,1,0,1,0
11361,2010,bmw,,6.0,gas,92608,clean,automatic,fwd,midsize,coupe,blue,10657,41.000028,19.9999619,13,1,0,0,0,1,0,0,1,0
11362,2015,ram,5.0,6.0,diesel,52718,clean,automatic,4wd,fullsize,pickup,black,50410,41.000028,19.9999619,8,0,1,0,0,0,1,0,1,0
11363,2015,ford,5.0,8.0,gas,20232,clean,automatic,4wd,fullsize,truck,black,34994,4.099917,-72.9088133,8,1,0,0,0,0,1,0,1,0
11364,2012,ram,5.0,8.0,diesel,106404,clean,automatic,4wd,fullsize,truck,black,18786,19.5938015,-155.42837009716908,11,0,1,0,0,0,1,0,1,0
11365,2013,ford,5.0,4.0,gas,85485,clean,automatic,fwd,compact,sedan,silver,6220,39.830107,-74.978493,10,1,0,0,0,1,0,0,1,0
11366,2014,chevrolet,2.0,4.0,gas,9088,clean,automatic,fwd,fullsize,sedan,black,24287,29.1871986,-82.1400923,9,1,0,0,0,1,0,0,1,0
11367,2014,dodge,5.0,6.0,gas,102054,clean,automatic,fwd,fullsize,suv,black,11182,44.6172766,-124.0473054345423,9,1,0,0,0,1,0,0,1,0
11368,2013,bmw,5.0,6.0,gas,99977,clean,automatic,fwd,compact,sedan,black,6813,36.1672559,-115.148516,10,1,0,0,0,1,0,0,1,0
11369,2015,chevrolet,,4.0,gas,6050,clean,automatic,fwd,midsize,sedan,black,12072,32.2228765,-110.9748477,8,1,0,0,0,1,0,0,1,0
11370,2014,bmw,5.0,6.0,gas,157966,clean,automatic,4wd,fullsize,suv,black,24250,14.6743343,121.1003603,9,1,0,0,0,0,1,0,1,0
11371,1987,ford,5.0,6.0,gas,109656,clean,other,rwd,midsize,coupe,silver,5499,40.85149705,-73.0994258107431,36,1,0,0,0,0,0,1,0,0
11372,1999,bmw,2.0,8.0,gas,327151,clean,manual,rwd,fullsize,coupe,green,2775,29.4246002,-98.4951405,24,1,0,0,0,0,0,1,0,1
11373,2014,kia,,4.0,gas,103731,clean,automatic,fwd,fullsize,sedan,black,19335,34.0536909,-118.242766,9,1,0,0,0,1,0,0,1,0
11374,2012,bmw,5.0,6.0,gas,128083,clean,automatic,4wd,midsize,suv,blue,32915,34.0536909,-118.242766,11,1,0,0,0,0,1,0,1,0
11375,2014,buick,5.0,4.0,gas,106813,clean,automatic,fwd,midsize,sedan,blue,7740,36.0625843,-94.1574328,9,1,0,0,0,1,0,0,1,0
11376,2009,hyundai,5.0,4.0,gas,131136,rebuilt,manual,fwd,midsize,hatchback,black,9455,41.000028,19.9999619,14,1,0,0,0,1,0,0,0,1
11377,2016,jeep,5.0,6.0,other,137514,rebuilt,automatic,4wd,midsize,suv,black,14293,43.157285,-77.615214,7,0,0,0,0,0,1,0,1,0
11378,2013,bmw,5.0,6.0,gas,71660,clean,automatic,rwd,fullsize,suv,white,38173,43.157285,-77.615214,10,1,0,0,0,0,0,1,1,0
11379,2000,ford,1.0,6.0,gas,144303,clean,automatic,rwd,compact,coupe,red,6008,42.224867,-121.7816704,23,1,0,0,0,0,0,1,1,0
11380,1982,ford,2.0,8.0,gas,124039,clean,automatic,rwd,fullsize,other,silver,12406,37.6390972,-120.9968782,41,1,0,0,0,0,0,1,1,0
11381,2018,ford,,4.0,other,28768,clean,automatic,4wd,fullsize,truck,black,78749,38.8950368,-77.0365427,5,0,0,0,0,0,1,0,1,0
11382,2010,ford,5.0,8.0,gas,192877,clean,automatic,fwd,fullsize,sedan,black,8286,37.104153,-113.5841313,13,1,0,0,0,1,0,0,1,0
11383,2005,chevrolet,2.0,6.0,gas,180536,clean,automatic,4wd,fullsize,truck,black,8516,42.2612043,-71.7950711,18,1,0,0,0,0,1,0,1,0
11384,2013,ford,5.0,4.0,gas,74920,clean,automatic,fwd,midsize,coupe,white,20852,35.9603948,-83.9210261,10,1,0,0,0,1,0,0,1,0
11385,2018,dodge,5.0,6.0,gas,123032,clean,automatic,fwd,fullsize,minivan,blue,22086,46.601557,-120.510842,5,1,0,0,0,1,0,0,1,0
11386,1987,chevrolet,5.0,8.0,diesel,101105,clean,automatic,4wd,fullsize,truck,black,4409,39.7990175,-89.6439575,36,0,1,0,0,0,1,0,1,0
11387,2007,ford,2.0,8.0,gas,132183,partsonly,automatic,fwd,fullsize,pickup,silver,7143,32.89651945,-97.0465220537124,16,1,0,0,0,1,0,0,1,0
11388,2004,dodge,2.0,4.0,gas,135100,clean,other,fwd,fullsize,coupe,white,5336,33.7500378,-117.8704931,19,1,0,0,0,1,0,0,0,0
11389,1977,bmw,1.0,6.0,gas,101800,clean,manual,fwd,midsize,coupe,red,5023,36.8479165,-76.2902105,46,1,0,0,0,1,0,0,0,1
11390,2013,ford,5.0,4.0,gas,85220,clean,automatic,fwd,fullsize,sedan,black,7799,26.2981263,-98.2075117,10,1,0,0,0,1,0,0,1,0
11391,2012,ford,5.0,8.0,gas,109164,clean,automatic,rwd,fullsize,pickup,black,13967,27.89799165,-82.51906446720005,11,1,0,0,0,0,0,1,1,0
11392,2015,honda,,6.0,gas,80100,salvage,automatic,fwd,fullsize,suv,grey,34810,32.7174202,-117.1627728,8,1,0,0,0,1,0,0,1,0
11393,2011,chrysler,5.0,6.0,gas,107363,clean,automatic,fwd,midsize,minivan,silver,5203,37.6390972,-120.9968782,12,1,0,0,0,1,0,0,1,0
11394,2017,bmw,,6.0,gas,9734,clean,automatic,rwd,midsize,other,silver,50820,40.4416941,-79.9900861,6,1,0,0,0,0,0,1,1,0
11395,2010,hyundai,5.0,4.0,gas,63438,clean,other,fwd,compact,sedan,grey,16035,33.77217945,-116.49529769683984,13,1,0,0,0,1,0,0,0,0
11396,1960,chevrolet,2.0,6.0,gas,161038,missing,manual,fwd,midsize,sedan,black,4388,38.8950368,-77.0365427,63,1,0,0,0,1,0,0,0,1
11397,2012,chevrolet,2.0,6.0,gas,137818,clean,manual,4wd,midsize,suv,black,5877,37.5385087,-77.43428,11,1,0,0,0,0,1,0,0,1
11398,1993,ford,2.0,8.0,diesel,17124,clean,automatic,rwd,fullsize,suv,black,10018,39.7683331,-86.1583502,30,0,1,0,0,0,0,1,1,0
11399,1989,ford,1.0,8.0,gas,123800,clean,manual,rwd,fullsize,coupe,blue,21736,41.33503545,-73.51138199065552,34,1,0,0,0,0,0,1,0,1
11400,2013,bmw,5.0,6.0,gas,110246,clean,automatic,rwd,midsize,coupe,blue,14895,36.0726355,-79.7919754,10,1,0,0,0,0,0,1,1,0
11401,2019,ford,,4.0,gas,57381,clean,automatic,4wd,fullsize,suv,grey,37677,47.687231,-116.7892534,4,1,0,0,0,0,1,0,1,0
11402,2018,ram,5.0,6.0,diesel,33797,clean,automatic,4wd,fullsize,pickup,silver,23943,40.7127281,-74.0060152,5,0,1,0,0,0,1,0,1,0
11403,2016,ram,,6.0,diesel,62403,clean,manual,4wd,fullsize,truck,blue,26074,38.6280278,-90.1910154,7,0,1,0,0,0,1,0,0,1
11404,2016,chevrolet,5.0,8.0,gas,31915,rebuilt,automatic,4wd,midsize,suv,black,38340,39.4986462,-119.77333186086474,7,1,0,0,0,0,1,0,1,0
11405,2008,mercury,2.0,4.0,gas,168651,clean,other,fwd,midsize,sedan,silver,3946,36.9903199,-86.4436018,15,1,0,0,0,1,0,0,0,0
11406,2015,ford,2.0,6.0,gas,168436,rebuilt,automatic,fwd,fullsize,sedan,white,5582,39.1014537,-84.5124602,8,1,0,0,0,1,0,0,1,0
11407,2017,kia,2.0,6.0,gas,132150,clean,automatic,fwd,midsize,sedan,grey,5702,40.1157948,-88.241194,6,1,0,0,0,1,0,0,1,0
11408,2009,honda,5.0,6.0,gas,91312,clean,other,4wd,midsize,sedan,black,27628,46.56132435,-87.41048112721177,14,1,0,0,0,0,1,0,0,0
11409,2014,chevrolet,5.0,6.0,gas,147805,rebuilt,automatic,fwd,midsize,suv,red,2902,32.89651945,-97.0465220537124,9,1,0,0,0,1,0,0,1,0
11410,1989,ford,2.0,8.0,gas,157021,clean,automatic,fwd,fullsize,truck,blue,6070,45.5202471,-122.674194,34,1,0,0,0,1,0,0,1,0
11411,1998,other,,6.0,gas,37629,clean,automatic,rwd,compact,convertible,green,22187,33.7040161,-117.8804373,25,1,0,0,0,0,0,1,1,0
11412,1997,toyota,2.0,8.0,gas,157661,partsonly,automatic,rwd,fullsize,suv,black,1489,35.6923443,-105.9383707,26,1,0,0,0,0,0,1,1,0
11413,2006,gmc,2.0,8.0,diesel,49374,clean,automatic,4wd,fullsize,truck,black,13624,-29.6860512,-53.8069214,17,0,1,0,0,0,1,0,1,0
11414,2010,bmw,,6.0,gas,120626,clean,automatic,rwd,fullsize,sedan,black,20302,36.1672559,-115.148516,13,1,0,0,0,0,0,1,1,0
11415,2020,toyota,5.0,4.0,gas,102571,rebuilt,automatic,fwd,midsize,suv,blue,11342,37.1677128,-94.8464256,3,1,0,0,0,1,0,0,1,0
11416,1999,jeep,5.0,6.0,gas,24428,clean,automatic,4wd,fullsize,suv,blue,37842,38.8339578,-104.825348,24,1,0,0,0,0,1,0,1,0
11417,2014,volkswagen,,4.0,other,84141,clean,automatic,fwd,fullsize,hatchback,grey,4508,29.4836274,-95.1139039,9,0,0,0,0,1,0,0,1,0
11418,1998,ford,2.0,8.0,gas,257434,clean,automatic,4wd,fullsize,suv,green,5289,39.2908816,-76.610759,25,1,0,0,0,0,1,0,1,0
11419,2012,chevrolet,5.0,8.0,gas,45170,clean,automatic,fwd,fullsize,sedan,blue,34112,41.000028,19.9999619,11,1,0,0,0,1,0,0,1,0
11420,2011,bmw,5.0,6.0,gas,5624,clean,manual,rwd,fullsize,sedan,black,17772,43.5488256,-96.7307737,12,1,0,0,0,0,0,1,0,1
11421,1993,nissan,5.0,4.0,gas,100030,clean,automatic,rwd,compact,sedan,green,10628,37.6922361,-97.3375448,30,1,0,0,0,0,0,1,1,0
11422,1972,ford,5.0,8.0,diesel,87114,clean,manual,4wd,fullsize,truck,black,40134,35.0841034,-106.650985,51,0,1,0,0,0,1,0,0,1
11423,2012,mazda,5.0,4.0,gas,92765,clean,automatic,fwd,midsize,minivan,white,18031,39.830107,-74.978493,11,1,0,0,0,1,0,0,1,0
11424,2006,buick,5.0,6.0,gas,139321,clean,automatic,fwd,compact,sedan,black,21902,41.7962409,-71.5992372,17,1,0,0,0,1,0,0,1,0
11425,2019,jeep,5.0,4.0,gas,16725,clean,automatic,fwd,midsize,suv,black,11843,40.4416941,-79.9900861,4,1,0,0,0,1,0,0,1,0
11426,1984,ram,5.0,8.0,gas,120934,clean,automatic,4wd,fullsize,truck,white,15942,28.0394654,-81.9498042,39,1,0,0,0,0,1,0,1,0
11427,1999,ram,2.0,6.0,diesel,173954,clean,automatic,4wd,fullsize,truck,blue,7834,38.8950368,-77.0365427,24,0,1,0,0,0,1,0,1,0
11428,1998,ford,,8.0,diesel,147042,clean,manual,4wd,fullsize,truck,blue,21323,46.808327,-100.783739,25,0,1,0,0,0,1,0,0,1
11429,2013,ford,2.0,4.0,gas,132453,clean,manual,fwd,midsize,sedan,silver,4617,39.830107,-74.978493,10,1,0,0,0,1,0,0,0,1
11430,2012,honda,5.0,4.0,gas,105424,rebuilt,automatic,fwd,midsize,suv,black,9971,32.2228765,-110.9748477,11,1,0,0,0,1,0,0,1,0
11431,2010,jeep,5.0,8.0,gas,129217,clean,automatic,4wd,fullsize,suv,green,5201,41.7962409,-71.5992372,13,1,0,0,0,0,1,0,1,0
11432,2009,dodge,5.0,8.0,gas,117356,clean,automatic,fwd,fullsize,sedan,white,3109,40.08067,-76.2411283,14,1,0,0,0,1,0,0,1,0
11433,2014,nissan,5.0,4.0,gas,145082,clean,automatic,fwd,fullsize,sedan,silver,11789,32.89651945,-97.0465220537124,9,1,0,0,0,1,0,0,1,0
11434,2005,toyota,5.0,4.0,gas,257128,clean,manual,fwd,midsize,sedan,red,4042,27.89799165,-82.51906446720005,18,1,0,0,0,1,0,0,0,1
11435,2012,bmw,5.0,6.0,gas,99970,clean,automatic,fwd,compact,sedan,black,5392,37.5385087,-77.43428,11,1,0,0,0,1,0,0,1,0
11436,2011,toyota,2.0,6.0,gas,63109,clean,automatic,4wd,midsize,suv,black,23614,46.8317305,-96.7914886,12,1,0,0,0,0,1,0,1,0
11437,2013,buick,5.0,6.0,gas,101138,rebuilt,automatic,fwd,fullsize,coupe,silver,18808,43.0349931,-87.922497,10,1,0,0,0,1,0,0,1,0
11438,2011,ford,2.0,6.0,diesel,100548,clean,automatic,4wd,fullsize,suv,black,32792,33.8583113,-118.0858136,12,0,1,0,0,0,1,0,1,0
11439,2004,ford,5.0,4.0,gas,214021,clean,manual,fwd,midsize,sedan,green,4262,41.7962409,-71.5992372,19,1,0,0,0,1,0,0,0,1
11440,2012,hyundai,5.0,4.0,gas,108217,rebuilt,automatic,fwd,compact,sedan,black,4421,35.3738712,-119.0194639,11,1,0,0,0,1,0,0,1,0
11441,2016,toyota,5.0,4.0,gas,37324,rebuilt,automatic,fwd,midsize,sedan,black,15784,37.5385087,-77.43428,7,1,0,0,0,1,0,0,1,0
11442,2013,ford,,4.0,gas,110856,clean,other,fwd,midsize,hatchback,blue,2563,32.3140354,-106.779807,10,1,0,0,0,1,0,0,0,0
11443,2017,bmw,5.0,6.0,gas,64279,lien,other,fwd,midsize,sedan,black,24796,43.0349931,-87.922497,6,1,0,0,0,1,0,0,0,0
11444,2010,honda,5.0,4.0,gas,181653,clean,automatic,fwd,midsize,suv,blue,4561,38.8339578,-104.825348,13,1,0,0,0,1,0,0,1,0
11445,2006,toyota,1.0,6.0,gas,112686,clean,automatic,4wd,fullsize,suv,blue,6284,43.157285,-77.615214,17,1,0,0,0,0,1,0,1,0
11446,2012,ford,5.0,8.0,diesel,80111,clean,automatic,4wd,fullsize,truck,black,57026,33.7500378,-117.8704931,11,0,1,0,0,0,1,0,1,0
11447,2017,ford,2.0,6.0,diesel,-1,clean,manual,4wd,fullsize,pickup,white,46507,34.67318365,-82.39612861921913,6,0,1,0,0,0,1,0,0,1
11448,2015,bmw,5.0,6.0,gas,47738,clean,automatic,fwd,compact,coupe,orange,24035,39.9622601,-83.0007065,8,1,0,0,0,1,0,0,1,0
11449,2012,chevrolet,5.0,8.0,diesel,107506,clean,automatic,4wd,fullsize,truck,black,18718,34.4221319,-119.702667,11,0,1,0,0,0,1,0,1,0
11450,2014,bmw,2.0,6.0,gas,160494,clean,automatic,fwd,midsize,sedan,blue,27444,37.1677128,-94.8464256,9,1,0,0,0,1,0,0,1,0
11451,2014,volkswagen,5.0,4.0,gas,87325,clean,automatic,fwd,midsize,sedan,silver,3542,39.9527237,-75.1635262,9,1,0,0,0,1,0,0,1,0
11452,2002,ford,5.0,6.0,gas,137692,clean,manual,4wd,fullsize,truck,black,21828,41.7599976,-86.2505031,21,1,0,0,0,0,1,0,0,1
11453,2012,toyota,,4.0,gas,134285,clean,automatic,fwd,midsize,sedan,black,8878,45.709097,-68.8590201,11,1,0,0,0,1,0,0,1,0
11454,2015,other,5.0,4.0,gas,117246,rebuilt,manual,fwd,compact,sedan,black,5161,38.833496100000005,-77.3042559202443,8,1,0,0,0,1,0,0,0,1
11455,1987,ford,,4.0,gas,141183,clean,automatic,4wd,midsize,suv,black,10794,35.7309716,-80.3153309,36,1,0,0,0,0,1,0,1,0
11456,2013,chevrolet,5.0,4.0,gas,26735,clean,automatic,fwd,compact,sedan,silver,8330,39.9527237,-75.1635262,10,1,0,0,0,1,0,0,1,0
11457,1998,chevrolet,1.0,8.0,gas,91148,clean,manual,rwd,fullsize,other,brown,1349,38.6280278,-90.1910154,25,1,0,0,0,0,0,1,0,1
11458,1997,ford,1.0,8.0,gas,153095,clean,manual,4wd,fullsize,sedan,black,4725,41.000028,19.9999619,26,1,0,0,0,0,1,0,0,1
11459,2016,chevrolet,5.0,6.0,gas,23297,rebuilt,automatic,fwd,fullsize,van,white,23665,39.830107,-74.978493,7,1,0,0,0,1,0,0,1,0
11460,2011,honda,5.0,4.0,gas,203761,lien,other,fwd,midsize,hatchback,green,6882,38.4493315,-78.8688833,12,1,0,0,0,1,0,0,0,0
11461,2004,kia,5.0,4.0,gas,89071,clean,automatic,fwd,midsize,sedan,black,5015,39.2908816,-76.610759,19,1,0,0,0,1,0,0,1,0
11462,2013,chevrolet,2.0,6.0,other,149658,clean,manual,fwd,compact,coupe,silver,6674,42.2713945,-89.093966,10,0,0,0,0,1,0,0,0,1
11463,2012,ford,2.0,4.0,gas,106605,clean,automatic,4wd,midsize,suv,white,23466,14.6743343,121.1003603,11,1,0,0,0,0,1,0,1,0
11464,1998,toyota,5.0,4.0,gas,125646,clean,automatic,4wd,fullsize,suv,green,3360,41.3082138,-72.9250518,25,1,0,0,0,0,1,0,1,0
11465,2013,hyundai,5.0,4.0,hybrid,-1,rebuilt,manual,fwd,fullsize,sedan,black,10165,39.4986462,-119.77333186086474,10,0,0,1,0,1,0,0,0,1
11466,2008,chrysler,2.0,6.0,gas,141617,rebuilt,automatic,fwd,midsize,sedan,black,2675,34.4458248,-119.0779359,15,1,0,0,0,1,0,0,1,0
11467,2007,toyota,1.0,6.0,gas,124501,clean,manual,fwd,midsize,coupe,green,4110,44.1634663,-93.9993505,16,1,0,0,0,1,0,0,0,1
11468,2014,toyota,5.0,4.0,gas,74223,clean,automatic,fwd,fullsize,coupe,blue,17385,40.8088861,-96.7077751,9,1,0,0,0,1,0,0,1,0
11469,2016,ford,5.0,6.0,gas,30176,clean,automatic,rwd,fullsize,truck,silver,37854,33.4484367,-112.074141,7,1,0,0,0,0,0,1,1,0
11470,2017,audi,,8.0,gas,22211,rebuilt,automatic,4wd,fullsize,suv,blue,36027,41.7962409,-71.5992372,6,1,0,0,0,0,1,0,1,0
11471,2010,subaru,5.0,6.0,gas,116531,clean,automatic,4wd,midsize,suv,black,17422,43.157285,-77.615214,13,1,0,0,0,0,1,0,1,0
11472,2019,ford,,4.0,gas,53744,clean,automatic,4wd,fullsize,sedan,white,32588,38.0464066,-84.4970393,4,1,0,0,0,0,1,0,1,0
11473,2011,lincoln,5.0,8.0,gas,170409,clean,manual,fwd,fullsize,sedan,black,9475,26.53294975,-81.75880562612211,12,1,0,0,0,1,0,0,0,1
11474,2013,other,5.0,6.0,gas,3308,clean,automatic,fwd,midsize,suv,white,20464,41.7962409,-71.5992372,10,1,0,0,0,1,0,0,1,0
11475,2012,ford,5.0,4.0,gas,60668,clean,automatic,fwd,compact,sedan,black,9469,30.4380832,-84.2809332,11,1,0,0,0,1,0,0,1,0
11476,2013,kia,,4.0,other,71758,clean,automatic,fwd,midsize,sedan,black,6585,37.1677128,-94.8464256,10,0,0,0,0,1,0,0,1,0
11477,2001,ford,1.0,8.0,diesel,202998,clean,manual,4wd,fullsize,truck,grey,5942,39.7990175,-89.6439575,22,0,1,0,0,0,1,0,0,1
11478,2007,ford,1.0,6.0,gas,205904,clean,manual,4wd,fullsize,pickup,white,1037,35.0457219,-85.3094883,16,1,0,0,0,0,1,0,0,1
11479,2015,ford,5.0,6.0,other,54677,clean,automatic,4wd,fullsize,suv,black,39879,39.2908816,-76.610759,8,0,0,0,0,0,1,0,1,0
